user_db_id,field,subfield,career_stage,top_init_venue_db_id,mid_init_venue_db_id,low_init_venue_db_id,venue_bug,hash,gender,aa_area,clusters_20,clusters_40,institution_bin_3,institution_bin_10,academia_prestige_bin_3,academia_prestige_bin_10
201391,Physics,Computational physics,Full Professor,1647094,1651822,1647612,False,eDG7iB1YMVUXk6s-uLRg8A,gm,Physical Sciences,12,18,1.0,3.0,1.0,3.0
190075,Biology,Cell biology,Full Professor,1651595,1647714,1647096,False,soaQ1Qp3o1iJLunR52FNtA,gf,Biological Sciences,7,11,2.0,6.0,2.0,7.0
201500,Biology,Molecular biology,Full Professor,1651393,1647235,1672264,False,2v5VTmZuaiow4b3FVDT7tg,gf,Biological Sciences,12,18,2.0,6.0,1.0,3.0
203214,Business,Other,Full Professor,1648721,1654645,1653198,False,hUJZIrTxsWcmXB1NAX-2qg,gf,,16,28,,,3.0,9.0
198427,Biology,Ecology,Associate Professor,1653112,1647638,1669890,False,wVb5F6PHAtY0RQsK9d_wTA,gf,Biological Sciences,9,14,2.0,7.0,3.0,9.0
202148,Biology,Biochemistry,Associate Professor,1647094,1647092,1647243,False,Zws4jVqKoHvRBEuk5Wj2TA,gm,Biological Sciences,7,10,1.0,3.0,1.0,2.0
199618,Chemistry,Medicinal chemistry,Associate Professor,1647390,1647968,1647998,False,ihXOWCpJBRjn4z9vmbr-dA,gm,Chemical Sciences,4,6,3.0,7.0,3.0,9.0
202110,Psychology,Developmental psychology,Full Professor,1648890,1650113,1649441,False,O8lHit93C1YJ05UERlAB8Q,gm,Psychological Sciences,20,38,2.0,6.0,2.0,6.0
202289,Philosophy,Linguistics,Associate Professor,1702364,1676255,1651063,False,Rm5d2kXySMvxLD-EUWz7KQ,gm,Linguistics,16,27,2.0,4.0,1.0,1.0
210907,Sociology,Gender studies,Associate Professor,1648524,1656211,1666238,False,L2cdWBp1rw1_8fduc-odvg,gm,Sociology,17,33,1.0,4.0,1.0,2.0
201603,Economics,Labour economics,Assistant Professor,1650681,1655738,1655499,False,pYhzM813Iw4egoqtDCjdsA,gm,,2,4,,,,
200169,Philosophy,Other,Full Professor,1648927,1666725,1656796,False,s1aNMCOoTHR71exbd_BCRg,gm,Philosophy,14,22,2.0,6.0,2.0,5.0
200989,History,Other,Full Professor,1647120,1661518,1695328,False,__4iex9jCxHfZTIqR-7Y-A,gm,,16,28,,,3.0,8.0
195278,Physics,Atomic physics,Full Professor,1647203,1648094,1648260,False,mkX8mg6wo-EnJtrWAn6rWw,gm,Physical Sciences,6,8,3.0,10.0,3.0,8.0
201963,Biology,Biochemistry,Full Professor,1647094,1647243,1647101,False,3r1Xjhv2PSn5_8I-CnSzdQ,gm,Biological Sciences,12,18,1.0,1.0,1.0,1.0
189363,Economics,Finance,Associate Professor,1648613,1653963,1704483,False,bDzmtJUgKNctltoiXqfqCA,gm,,2,3,,,1.0,3.0
198163,Engineering,Environmental engineering,Full Professor,1647185,1650689,1647488,False,uOR-5T4CJdpT2tcpZXPtKw,gm,Engineering,12,19,3.0,8.0,3.0,9.0
200654,Sociology,Anthropology,Full Professor,1647108,1668297,1648122,False,Sepnj7KM0KjVVwYyNa_JYw,gf,Anthropology,12,18,2.0,6.0,2.0,6.0
193619,Psychology,Clinical psychology,Full Professor,1659543,1650159,1658124,False,ZDbljfdVqg4_55orK61hcQ,gm,Education,8,12,2.0,5.0,1.0,3.0
196507,Philosophy,Other,Full Professor,1648927,1656796,1681745,False,yTwoF1uFxtHG-iZ7TwiJjg,gm,Philosophy,14,22,3.0,9.0,3.0,10.0
202719,Sociology,Criminology,Associate Professor,1656211,1693012,1688102,False,2MIIRsHgdZOYcXXmGsrlYA,gf,"Language, Literature, Culture",17,33,2.0,6.0,2.0,6.0
198327,Economics,Industrial organization,Associate Professor,1650343,1660887,1660978,False,nGxoMsbMOcqNwrRhN4DXzw,gm,Economics,2,4,2.0,5.0,2.0,4.0
199856,Engineering,Mechanical engineering,Full Professor,1648608,1654667,1647472,False,_OtK3MzvHTlcMpciXp85Qg,gm,Engineering,12,20,3.0,8.0,3.0,9.0
194784,Psychology,Applied psychology,Associate Professor,1652544,1647405,1651722,False,qlyWMgD2V_6cwVUZL0YiSQ,gm,Psychological Sciences,20,38,1.0,4.0,2.0,5.0
199699,Sociology,Anthropology,Associate Professor,1647092,1696382,1654281,False,gGv2M8xUNISsfmwkAbSoDg,gf,Anthropology,12,18,2.0,6.0,2.0,6.0
200630,Physics,Astrophysics,Full Professor,1647118,1647129,1657067,False,pSc9gCvPWKJqUcVY3F1heg,gm,Physical Sciences,5,7,2.0,5.0,1.0,4.0
202054,Computer science,Computer vision,Full Professor,1648047,1655277,1648309,False,gdwJsORA6JIn2-rb3wOkTA,gm,,16,31,,,3.0,9.0
156441,Business,Marketing,Associate Professor,1650229,1661392,1662460,False,zx766zDnlfYV9jrvxHt7AA,gf,,19,37,,,2.0,6.0
198385,Sociology,Gender studies,Full Professor,1648524,1647839,1658136,False,immREMVUKxdt3HwXrWnUuA,gf,Health,17,33,1.0,4.0,1.0,4.0
199769,Chemistry,Biochemistry,Full Professor,1647092,1647807,1649508,False,v8ClETvE4cv-B9DRAeDytQ,gm,Chemical Sciences,7,11,1.0,1.0,1.0,1.0
206178,Sociology,Anthropology,Associate Professor,1649005,1662327,1647124,False,GfxbdoNRfwJAC6b90LAsEQ,gm,Anthropology,11,17,1.0,2.0,1.0,1.0
198505,Psychology,Clinical psychology,Full Professor,1648756,1652454,1675128,False,Dfd3OU9BPnU9KoFDjNgmwA,gf,Health,20,40,2.0,5.0,2.0,4.0
197387,Biology,Genetics,Full Professor,1647607,1651595,1647774,False,hW4sYOsCp02GTv9nIC5zew,gm,Biological Sciences,7,11,3.0,9.0,3.0,9.0
195275,Physics,Other,Full Professor,1647245,1651487,1697694,False,CJph5443SunRUNHxSx4DlQ,-,Physical Sciences,5,7,3.0,10.0,3.0,9.0
206998,Physics,Condensed matter physics,Other,1647118,1648025,1647258,False,vDzXTeywRHH7wA4oK7FOtQ,gm,Physical Sciences,6,9,1.0,1.0,1.0,2.0
203293,Biology,Evolutionary biology,Associate Professor,1651393,1649792,1655474,False,JlKOIk9qvytCWT1M09MumA,-,,12,18,,,,
197998,Engineering,Construction engineering,PhD Student,1706308,1658568,1655284,False,O3RBa0Ej627lxFV_Xu_63A,gm,Engineering,16,28,1.0,1.0,1.0,1.0
202170,Economics,Environmental economics,Full Professor,1688966,1656836,1652958,False,5QNkMPVDx-rwGqBhvTkc3Q,gm,Economics,2,3,3.0,9.0,3.0,8.0
201283,Chemistry,Physical chemistry,Full Professor,1649800,1647868,1650158,False,nNnPk-gliH0bOBdBWOMjTA,gm,Chemical Sciences,12,20,3.0,8.0,3.0,10.0
200900,Engineering,Structural engineering,Associate Professor,1648992,1648202,1656416,False,a09ZEJGaPvMPZCEsJ_t-SQ,gm,Engineering,16,28,3.0,10.0,3.0,10.0
201416,Psychology,Cognitive psychology,Associate Professor,1651281,1650682,1652016,False,QhP9GVsxfwcjrP_0e-Q69g,gf,Psychological Sciences,20,38,3.0,10.0,3.0,9.0
198410,Sociology,Anthropology,Other,1647094,1649005,1700040,False,LTt81U51StZZL2M-aIOzJg,gm,Anthropology,12,18,2.0,5.0,1.0,4.0
179217,Physics,Theoretical physics,Associate Professor,1647118,1647595,1648271,False,D2v8tGNJYt2CoG4mTJmEaQ,gm,Physical Sciences,5,7,3.0,9.0,3.0,10.0
198084,Physics,Astrophysics,Full Professor,1647129,1669469,1647166,False,S0saiTx84FRapEKvJN_9rg,gm,Physical Sciences,3,5,3.0,8.0,2.0,6.0
201497,Psychology,Other,Full Professor,1663368,1662466,1673681,False,AEDZCJYBXeI3ho1sVbEknA,gm,Anthropology,20,39,2.0,4.0,1.0,4.0
202105,Economics,Monetary economics,Full Professor,1649056,1680289,1652878,False,dASjF7TicUqQ3TquFvHLew,gm,,2,4,,,1.0,2.0
200816,Sociology,Political economy,Associate Professor,1647555,1658380,1686282,False,7FKaGzzHmR24oVVi8k-NbQ,gm,Sociology,17,33,2.0,6.0,2.0,5.0
202600,Biology,Botany,Full Professor,1647105,1648806,1677182,False,Qf6AC24NQPtDZKDiA2c5oA,gm,Biological Sciences,7,11,3.0,10.0,3.0,10.0
189511,Economics,Industrial organization,Assistant Professor,1650343,1660887,1654527,False,fvVUdebAkaEgX_d5J7o30w,gm,Economics,2,4,1.0,3.0,1.0,2.0
198623,Physics,Astronomy,Associate Professor,1660597,1647129,1647487,False,L6suJyZZhzH3CIn4csnUPA,gf,Physical Sciences,3,5,2.0,6.0,2.0,7.0
202830,Mathematics,Geometry,Associate Professor,1650953,1663740,1662727,False,Nhunurk-eBlFVf4iPdVScw,gm,Mathematical Sciences,13,21,1.0,1.0,1.0,2.0
194062,Psychology,Other,Full Professor,1655690,1653954,1655291,False,tJfDhzw1zCYYNr6krE4XRw,gf,Health,8,12,1.0,3.0,1.0,3.0
202667,Business,Business administration,Assistant Professor,1648613,1647716,1648575,False,KjLW96hJnGpnwkSbGVmD3A,gm,,18,36,,,,
198833,Computer science,Library science,Associate Professor,1678137,1655248,1694839,False,TRkpPo1CHi2Jh70gjSeh2A,gm,Computational Sciences,16,28,3.0,8.0,2.0,6.0
199809,Physics,Astrophysics,Full Professor,1647129,1647487,1647977,False,YtoZeZnM4EZQLFCUljsYdQ,gm,Physical Sciences,3,5,1.0,3.0,1.0,3.0
199208,Chemistry,Biochemistry,Associate Professor,1647092,1652828,1647108,False,KFodDAfm4p_q8SYCkxYNKA,gm,Chemical Sciences,4,6,1.0,3.0,1.0,4.0
207338,Biology,Microbiology,Full Professor,1647094,1650306,1651023,False,rCplTp45VxHWhQwgYF8aag,gf,Biological Sciences,7,11,1.0,2.0,2.0,4.0
203672,Economics,Public economics,Associate Professor,1649056,1652322,1683928,False,W12WCRjQ40NXtByr3dK7XA,gm,Economics,2,4,2.0,5.0,2.0,5.0
204731,Psychology,Other,Full Professor,1659470,1665563,1658724,False,Uppp9grW1vVtgaTYObwDZw,gf,Psychological Sciences,20,39,2.0,5.0,2.0,6.0
210890,History,Other,Full Professor,1647407,1647120,1651866,False,HxvnllTbgS8cumj5dqKKPA,gm,,15,23,,,,
208912,Biology,Molecular biology,Full Professor,1648554,1647096,1647493,False,_T_lJPfsBWTsHF20APAYWA,gm,Biological Sciences,7,11,2.0,7.0,3.0,8.0
210340,Sociology,Other,Full Professor,1652917,1656612,1693361,False,howx0wmd-vIWht4EGUxzzQ,gm,,12,18,,,2.0,4.0
205285,Biology,Neuroscience,Other,1647607,1647320,1658086,False,pt9OvGzeB19Oyj3ZtcAyrg,gm,Biological Sciences,7,11,1.0,2.0,1.0,3.0
208881,Business,Finance,Assistant Professor,1648193,1678620,1703552,False,fnUj9OQ2Da58B2m8reIhow,gm,,2,3,,,,
204705,Psychology,Other,Full Professor,1648093,1652802,1655318,False,Itsjs90pkomVNBiKCCKxhQ,gm,Psychological Sciences,20,39,2.0,4.0,1.0,4.0
209472,Sociology,Social science,Associate Professor,1647555,1647709,1661437,False,yinZSy2hHMDJbKuyh8YeEg,gm,Sociology,17,34,2.0,6.0,2.0,6.0
210310,Business,Business administration,Full Professor,1657397,1653464,1655472,False,47aRbgp8-ziMtj5Bkb8Z0g,gm,,18,36,,,,
202358,Biology,Endocrinology,Full Professor,1651743,1648481,1671400,False,ea-b988D8vTXIWWYhAlcFw,gm,Biological Sciences,12,18,2.0,7.0,2.0,5.0
210923,Psychology,Clinical psychology,Full Professor,1655410,1655379,1662546,False,33tUwqu3E0BvN7Ian3qZtA,gm,Psychological Sciences,8,13,3.0,8.0,3.0,9.0
204664,History,Other,Associate Professor,1659195,1660864,1650707,False,xYrjcZ3z-ou5whSLj4TfYA,gm,,16,28,,,2.0,4.0
208622,Biology,Toxicology,Full Professor,1647094,1647185,1647760,False,eNC0P7yrWAS6s3ZEkSneog,gm,Biological Sciences,12,19,3.0,10.0,3.0,10.0
206470,Computer science,Artificial intelligence,Full Professor,1648971,1650808,1650586,False,l9aIQtlwvMAGv6urARKZ9A,gm,,16,32,,,,
211120,History,Other,Full Professor,1647407,1704901,1651869,False,ndpVTjLmdtCl7OQWA33ZCQ,gf,,15,23,,,2.0,5.0
205525,Engineering,Mechanical engineering,Associate Professor,1681590,1711675,1652233,False,ITMF-yVNWG6MJc8VEj9yRw,gm,Engineering,16,29,2.0,4.0,2.0,5.0
203932,Biology,Ecology,Full Professor,1647092,1647638,1652480,False,r2SLfbi4_sWBbH6rLVS_1g,gm,Biological Sciences,9,14,2.0,4.0,2.0,6.0
209244,Psychology,Social psychology,Full Professor,1648093,1652761,1674004,False,Np0qx8wDIHT5Y2st9KZNJA,gm,,20,39,,,1.0,1.0
210349,Chemistry,Physical chemistry,Full Professor,1647092,1650708,1651372,False,04XU6prxwUXWrUbT52hjaw,gm,Chemical Sciences,6,9,3.0,7.0,3.0,9.0
206755,Engineering,Mechanical engineering,Full Professor,1647315,1650821,1652857,False,CUTykAjpHc_PKfFldYk0DA,gm,Engineering,6,8,3.0,9.0,3.0,9.0
208782,Biology,Microbiology,Full Professor,1647366,1647549,1648686,False,TbbJr4lY61IkNi9t-2oi7g,gf,Biological Sciences,7,10,1.0,4.0,1.0,3.0
209024,History,Other,Associate Professor,1647120,1647436,1679920,False,vR8h22YqjY5hTjcMe2gjeg,gf,,16,28,,,2.0,5.0
206197,Chemistry,Biochemistry,Full Professor,1647094,1647101,1647164,False,YE1Ka9PXHCohgP3lVh1smQ,gm,Biological Sciences,7,10,2.0,4.0,1.0,3.0
210715,Chemistry,Organic chemistry,Full Professor,1653470,1647100,1647139,False,V2bjJtTKQ-o7_7W-UbVQpA,gm,Chemical Sciences,4,6,3.0,9.0,3.0,9.0
203797,Computer science,Embedded system,Full Professor,1648453,1650836,1711357,False,rStymb1lg7zu0GibJklRig,gm,,16,31,,,1.0,3.0
209083,Business,Accounting,Full Professor,1658795,1666148,1686600,False,R5EX1MRPgvC4n2AiLwhgig,gm,,16,28,,,3.0,7.0
160290,Computer science,Data science,Full Professor,1647094,1649258,1688457,False,-5CFEI4D7Ndp9uoiWuTQDA,gm,,12,18,,,1.0,3.0
210422,Biology,Biochemistry,Full Professor,1647101,1647092,1647164,False,GXdJm3GKorAXHEfZI85A8Q,gm,Chemical Sciences,7,11,2.0,6.0,2.0,7.0
207124,Mathematics,Mathematical optimization,Associate Professor,1668766,1654440,1695509,False,tg_3RSHhquzzwKdxHdMheg,gm,Mathematical Sciences,16,28,1.0,2.0,1.0,2.0
210271,Business,Marketing,Associate Professor,1658073,1660516,1671281,False,BhRtnateA8iyMvo6pVIuLg,gm,,2,4,,,3.0,8.0
204959,Sociology,Other,Full Professor,1648524,1652122,1658887,False,ETesXu885kA7GbvSM-Nw9g,gm,Sociology,17,33,1.0,2.0,1.0,2.0
206147,Business,Accounting,Associate Professor,1661981,1670017,1654566,False,FQy8b7YHKfb3m3jL-mGOqQ,gm,,1,1,,,,
204837,Economics,Public economics,Associate Professor,1649056,1656433,1653503,False,XxHSkaa71q93FYrSX5oTrg,gf,Economics,2,4,3.0,7.0,2.0,6.0
203753,Computer science,Other,Associate Professor,1659694,1706478,1694741,False,d2FzUJugE9J-Dc8cgOC9Qw,-,,16,31,,,,
207414,Economics,Labour economics,Assistant Professor,1649056,1660079,1656966,False,-bvhC8FArT2i8nujITRpvQ,gm,Economics,2,3,2.0,5.0,2.0,4.0
207436,History,Other,Full Professor,1677532,1647120,1694846,False,_mXR-DAtpuAlsZhQ8qPM_w,gm,,16,28,,,1.0,2.0
204198,Chemistry,Physical chemistry,Full Professor,1647094,1647152,1647261,False,7qE4Cxkpr6IZxoVTiUeaUw,gm,Chemical Sciences,6,9,2.0,4.0,1.0,3.0
204814,Engineering,Agricultural engineering,Full Professor,1647803,1654570,1648023,False,qU16HaLrrnRQSBJoQq1JFg,gm,Engineering,12,20,2.0,5.0,2.0,5.0
205484,Mathematics,Arithmetic,Full Professor,1652563,1686578,1667162,False,DR31eFt0x2tkTcchiucMKA,gm,Mathematical Sciences,13,21,2.0,5.0,2.0,5.0
210528,Computer science,Theoretical computer science,Full Professor,1654845,1655119,1680780,False,dbTMIqDLO3PKkWG8zr5ttQ,gm,,16,32,,,,
205420,Biology,Ecology,Other,1647094,1647638,1648393,False,8rR3Gptaiphr5pPtHagrXg,gm,Biological Sciences,9,14,2.0,7.0,2.0,6.0
200204,Biology,Toxicology,Assistant Professor,1665488,1647760,1648055,False,lBxKvNbVgV0vT2xTvX_Amw,gm,Biological Sciences,12,19,3.0,10.0,3.0,9.0
209694,Chemistry,Biochemistry,Full Professor,1647127,1647172,1647431,False,e3HhGvoiW-xKRz23c_0Eiw,gf,Chemical Sciences,4,6,3.0,10.0,2.0,7.0
208146,Business,Industrial organization,Full Professor,1653111,1653656,1665806,False,Av0dNCZsz6LGpxqRaSWA_Q,gf,,18,36,,,,
194943,Business,Marketing,Full Professor,1655156,1661392,1649355,False,g1HKUdp-CQdD0yke6CAkFw,gf,,19,37,,,1.0,3.0
207376,Psychology,Clinical psychology,Full Professor,1658451,1701736,1648796,False,MnAocXoonRNMcIoRU1jslw,gm,Psychological Sciences,20,40,3.0,9.0,3.0,10.0
207723,Business,Accounting,Full Professor,1658795,1652642,1703365,False,SHKMF_gILlwGx5JJci4jIA,gm,,1,1,,,2.0,5.0
204834,Computer science,Distributed computing,Full Professor,1654777,1651275,1653748,False,XbcGKl-G66mA3bjTK4AoFg,gm,,16,32,,,1.0,3.0
203330,Mathematics,Applied mathematics,Full Professor,1651231,1648117,1712766,False,zmmo8NrPE4LI4M4MthwrYQ,gm,Mathematical Sciences,16,28,3.0,8.0,2.0,7.0
210869,Engineering,Biomedical engineering,Associate Professor,1647092,1647243,1656199,False,z6zEuO1QKcRjXCM337qneg,gm,Biological Sciences,7,11,2.0,5.0,2.0,4.0
206369,Biology,Evolutionary biology,Full Professor,1647638,1648050,1647096,False,t_6KO0HZvtWaGRfrr5v2dQ,gf,Biological Sciences,9,14,3.0,10.0,3.0,10.0
210176,Computer science,Artificial intelligence,Full Professor,1654229,1653879,1670155,False,nB7K_Yu1zMEKc1OC29wz3Q,gm,,16,29,,,,
203567,Psychology,Developmental psychology,Full Professor,1648084,1647663,1650103,False,DBOb1CrOtODZQ4HZ04P1yw,gm,Health,8,13,1.0,3.0,1.0,2.0
204788,Physics,Condensed matter physics,Full Professor,1647118,1647121,1647112,False,yZoHfGUkLx00YpGfjuatHQ,gm,Physical Sciences,6,8,2.0,6.0,3.0,9.0
210860,Business,Other,Associate Professor,1650616,1651900,1657397,False,S68TtdF3yk3CvE94IKJfaA,gm,,18,35,,,1.0,3.0
190757,Philosophy,Linguistics,Full Professor,1667646,1663692,1672135,False,nqQlR5-gVYmu6ofBIIOn1g,gm,Linguistics,20,38,2.0,7.0,1.0,3.0
203325,Biology,Microbiology,Full Professor,1647092,1647366,1648686,False,qzPyj8JpfCbDltLBzWJVmA,gm,Biological Sciences,7,10,3.0,10.0,3.0,10.0
210624,Physics,Particle physics,Full Professor,1647245,1647236,1648244,False,L_VMHrFJ5TK4O0c_2HCaEA,gm,Physical Sciences,5,7,2.0,5.0,2.0,6.0
208737,Sociology,Anthropology,Full Professor,1667111,1699436,1657543,False,JXEwCJmdEYzKBGUFicMXXw,gf,Anthropology,11,16,3.0,9.0,3.0,9.0
205498,Economics,Public economics,Full Professor,1649056,1660079,1651811,False,iru61vZO30C2QU-WLJEUEQ,gm,Economics,2,4,2.0,6.0,2.0,5.0
203562,Medicine,Biomedical engineering,Full Professor,1649053,1647096,1654089,False,BeW93x023Vg5HAaab_6iLg,gm,Biological Sciences,10,15,1.0,2.0,1.0,2.0
208031,Sociology,Social science,Associate Professor,1656211,1664629,1659151,False,Sad4V2xeZJPHVtw3gPCpPw,gf,Sociology,17,33,2.0,5.0,2.0,6.0
210490,Mathematics,Combinatorics,Full Professor,1649124,1656041,1652626,False,8Bg3S70m0LP_VTjX5fsIMw,gf,Mathematical Sciences,13,21,2.0,6.0,2.0,7.0
209815,Sociology,Other,Full Professor,1648524,1652122,1663893,False,lShIUgaoujWKbvPQqN-rGQ,gm,Sociology,17,33,3.0,8.0,3.0,10.0
205572,Philosophy,Linguistics,Full Professor,1668301,1676255,1671228,False,gC_yZC1JzuX6w9F6906Y9Q,gm,Linguistics,16,27,1.0,4.0,1.0,2.0
206212,Chemistry,Biochemistry,Full Professor,1649666,1647101,1649389,False,7e1jUpizl14a3Gm3Eph-fg,gf,Biological Sciences,7,10,2.0,5.0,2.0,5.0
207404,Chemistry,Other,Full Professor,1647122,1647300,1647391,False,dUq3du6fGnz2_Uyav4WqQw,gf,Chemical Sciences,6,9,3.0,8.0,3.0,8.0
205222,Computer science,Theoretical computer science,Associate Professor,1653681,1654048,1671642,False,POiCCFlCpgBDUhfLtKbFRg,-,,16,32,,,,
207309,Psychology,Other,Full Professor,1657743,1650365,1679770,False,o2Vx1QAcU-ilXhFUHSEv0w,gf,Health,16,28,2.0,4.0,2.0,5.0
204108,Sociology,Demography,Full Professor,1648524,1662981,1650224,False,Y9XR2t-4WbsBG3QmICuXbg,gf,Sociology,17,34,2.0,7.0,2.0,6.0
209956,Medicine,Physiology,Associate Professor,1647128,1704688,1647108,False,AvtGrg_C6aqKV0sBbsnKkw,gm,Biological Sciences,8,13,2.0,4.0,1.0,3.0
208915,Sociology,Other,Full Professor,1648524,1650744,1658136,False,WrJ0ci4qyfKRIZFnMg0m1A,gm,Sociology,17,33,2.0,6.0,2.0,7.0
208138,Biology,Neuroscience,Full Professor,1647094,1653825,1654723,False,K7vkqhusVdBZ-edrSrPxmQ,gm,Psychological Sciences,10,15,1.0,3.0,2.0,4.0
207267,Mathematics,Statistics,Full Professor,1658381,1661746,1712656,False,n-SOpRFmuvb2j756z58toA,gm,,16,25,,,,
192355,Physics,Astronomy,Associate Professor,1678559,1648236,1696940,False,xMIxrUksUR54rVgzQ-IEVQ,gf,Physical Sciences,3,5,3.0,10.0,3.0,9.0
204247,Computer science,Other,Associate Professor,1659694,1651402,1651012,False,X1vS9m7lKSPvpYmH6rWXPA,gm,,16,31,,,2.0,7.0
207502,Physics,Statistical physics,Full Professor,1647118,1648025,1647496,False,2bDF3uIHAigOlnvYRgChrw,gf,Physical Sciences,6,8,3.0,8.0,2.0,5.0
205490,Engineering,Aerospace engineering,Full Professor,1649932,1649210,1665583,False,e7iWZaW1zXyeU7YrSdWseg,gm,Engineering,12,20,2.0,7.0,2.0,5.0
209722,Business,Other,Full Professor,1653316,1670672,1662668,False,GFrjBeIifAgFt-sAjch_cA,gm,,18,36,,,,
210753,Psychology,Clinical psychology,Full Professor,1651840,1653809,1651542,False,EjdkEWlP0m4IEPfd0UrcZQ,gm,Psychological Sciences,8,13,3.0,9.0,3.0,10.0
203816,Computer science,Human computer interaction,Full Professor,1678404,1671104,1663080,False,jR91F-c9iF3MZXCcne7WJw,gm,,16,28,,,,
202146,Biology,Other,Associate Professor,1664954,1647096,1689081,False,x7WJbPegIHV_rOaB8BNIXg,gf,Medical Sciences,16,26,2.0,5.0,2.0,4.0
209444,Biology,Immunology,Full Professor,1651161,1647621,1647151,False,9uwec2IrWMc1CGQzHPyYHA,gf,Biological Sciences,7,11,1.0,3.0,1.0,2.0
210669,Sociology,Demography,Full Professor,1648524,1678990,1656606,False,NoLbveEPag08oKAZaoyxVw,gm,Sociology,17,33,3.0,10.0,3.0,10.0
210347,Philosophy,Other,Full Professor,1649107,1662912,1656796,False,svNJZwGZvdE7ccamdeh8pg,gm,Philosophy,14,22,2.0,5.0,2.0,4.0
211182,Medicine,Other,Full Professor,1647618,1648995,1659136,False,zwi6wmN-sFY2bdJSOiKKaw,gf,Biological Sciences,16,28,1.0,2.0,1.0,2.0
209809,Psychology,Other,Other,1650254,1653749,1662179,False,TfZXFAbamSSNLAHpNez4iA,gm,Education,20,40,3.0,9.0,3.0,9.0
165495,Psychology,Social psychology,Associate Professor,1648093,1652761,1664958,False,ccpNuY2i4Pay1-HAsljYPA,gf,,20,39,,,,
211208,Economics,Economic history,Other,1650681,1655738,1648970,False,GZNLsT1-pTGrNKr63EfXOA,gm,Economics,2,4,2.0,4.0,2.0,4.0
205721,Medicine,Cancer research,Full Professor,1648402,1647788,1658758,False,Qkb9C9Bu6yYcy2iponscpQ,gm,Biological Sciences,7,11,3.0,10.0,3.0,9.0
207514,Biology,Computational biology,Full Professor,1647094,1649053,1688457,False,azlMe4ai-zDhkkNHUtlETg,gm,,12,18,,,3.0,7.0
207503,Mathematics,Statistics,Full Professor,1647543,1648480,1688077,False,RkU9jt4NQbiVGHeljnefEw,gf,Medical Sciences,8,13,1.0,3.0,1.0,1.0
209469,Medicine,Other,Full Professor,1647097,1647096,1647691,False,29h0peX0pCOnpKjxfZexmA,gf,Medical Sciences,8,13,1.0,2.0,1.0,2.0
204462,Psychology,Cognitive psychology,Full Professor,1647108,1651463,1648909,False,HB_JHg0PsCXuc0f8dfqnVg,gm,Linguistics,20,38,2.0,5.0,1.0,3.0
205378,Biology,Cell biology,Other,1647094,1647108,1648955,False,SoXRtP_dhLz3IiU71eML1g,gm,Biological Sciences,7,10,1.0,1.0,1.0,1.0
203617,Sociology,Other,Full Professor,1647555,1658577,1702450,False,jDv6t2b5EHNZ-Ktbvx82yA,-,Sociology,17,33,3.0,8.0,2.0,7.0
205231,Psychology,Developmental psychology,Full Professor,1647092,1656613,1650715,False,xBoOT12mZl_tGvOVsVZrUQ,gf,Psychological Sciences,20,38,3.0,10.0,3.0,9.0
200236,Physics,Condensed matter physics,Associate Professor,1647092,1647159,1710962,False,MX3LgBO4mk3BeSppVrJS0w,gm,Physical Sciences,7,10,2.0,6.0,2.0,5.0
209450,Chemistry,Physical chemistry,Full Professor,1647908,1655333,1647237,False,rdDXcKdyI4ZNL3aGL8N4vw,gm,Physical Sciences,6,9,2.0,4.0,2.0,4.0
209553,History,Archaeology,Full Professor,1649005,1647094,1647108,False,5D3BzLiX2I7zOegZ8FWPcw,gf,Anthropology,11,17,1.0,2.0,1.0,2.0
203467,Biology,Microbiology,Associate Professor,1647094,1647108,1648296,False,HWl4c_3zvlCbPyP65rVctA,gm,Biological Sciences,7,11,3.0,9.0,3.0,9.0
210168,Mathematics,Mathematical analysis,Full Professor,1647169,1657873,1658721,False,-lnucqMCRQD_QPVqexyKYg,gm,Mathematical Sciences,6,8,3.0,9.0,3.0,9.0
208685,Biology,Evolutionary biology,Associate Professor,1647607,1649792,1664331,False,Ic2mJd79LABY8SZvz7SOBw,gm,Biological Sciences,7,11,1.0,3.0,1.0,3.0
210989,Business,Other,Full Professor,1648511,1653464,1655472,False,dCuf_TcX9yVvzMad4dHApQ,gm,,18,35,,,1.0,3.0
206777,Computer science,Other,Associate Professor,1710218,1650017,1649271,False,Wf7NIAowKG9LTredwsdtEw,gm,,16,28,,,3.0,10.0
210668,History,Other,Full Professor,1699204,1663684,1654437,False,2ouwlGEosAauTZE5ZP7qMw,gf,,16,28,,,,
193078,Chemistry,Physical chemistry,Associate Professor,1647094,1647127,1647346,False,wqoj3tQGpQKAgzMZcwHkhA,gm,Chemical Sciences,6,9,1.0,4.0,1.0,3.0
204833,Computer science,Database,Full Professor,1651568,1667219,1712222,False,On4I6vEWDaNXdyJzxNBYYA,gm,,16,32,,,,
207914,Business,Process management,Full Professor,1648613,1685010,1648499,False,XYrN2mTR-6onyrb_jM_J6A,gm,,8,13,,,,
207336,Business,Marketing,Full Professor,1648285,1654469,1665317,False,PKUOQOB4_esp9ApSDvycwQ,gm,,19,37,,,2.0,7.0
207410,Business,Other,Assistant Professor,1650616,1648511,1653588,False,oYs8lQD1hEgfHgKF99TS8g,gf,,18,35,,,1.0,2.0
