venue_db_id,venue_oa_id,name,users_selected,display_name,2yr_mean_citedness,works_count,cited_by_count,issn_l,first_topic,db_concept,jcr_jif,jcr_name
1697155,4306515171,JOSAB,2,JOSAB,0.0,246.0,394.0,,Physics and Astronomy,Physics,,
1671069,158413896,"Personality Disorders: Theory, Research, and Treatment",2,Personality Disorders Theory Research and Treatment,2.082125603864734,923.0,22116.0,1949-2723,Psychology,Psychology,3.0,personality disorders-theory research and treatment
1674790,97147119,Computer Science Education,2,Computer Science Education,3.033333333333333,717.0,16056.0,0899-3408,Computer Science,Computer science,3.0,computer science education
1679123,4306418980,International Computing Education Research Workshop,2,International Computing Education Research Workshop,2.4285714285714284,3.0,0.0,,Computer Science,Computer science,,
1663015,111893742,Journal of Language and Social Psychology,2,Journal of Language and Social Psychology,1.9473684210526316,1499.0,44201.0,0261-927X,Arts and Humanities,Psychology,2.0,journal of language and social psychology
1708487,4306503707,Atmospheric Chemistry and Physics (Web),2,Atmospheric Chemistry and Physics (Web),0.0,115.0,1.0,,Engineering,Computer science,,
1667551,80542075,Aging Neuropsychology and Cognition,2,Aging Neuropsychology and Cognition,1.7522935779816513,1107.0,28738.0,1382-5585,Medicine,Psychology,1.6,aging neuropsychology and cognition
1674673,152372256,International Journal of Auditing,2,International Journal of Auditing,1.7765957446808511,740.0,17403.0,1090-6738,"Business, Management and Accounting",Economics,2.1,international journal of auditing
1685015,149017889,Journal of Ethics & Social Philosophy,2,Journal of Ethics and Social Philosophy,1.13,452.0,3884.0,1559-3061,Neuroscience,Philosophy,,
1678404,4306418835,IEEE Symposium on Visual Languages,2,IEEE Symposium on Visual Languages,0.0,18.0,13.0,,Computer Science,Computer science,,
1667346,128250343,Formal Aspects of Computing,2,Formal Aspects of Computing,1.7164179104477613,1116.0,18795.0,0934-5043,Computer Science,Computer science,1.4,formal aspects of computing
1682688,4306418338,European Conference on Object-Oriented Programming,2,European Conference on Object-Oriented Programming,1.0476190476190477,410.0,3510.0,,Computer Science,Computer science,,
1687907,48312676,Mis Quarterly Executive,2,MIS Quarterly Executive,1.0816326530612246,392.0,14189.0,1540-1960,"Business, Management and Accounting",Business,1.9,mis quarterly executive
1670442,181974911,Computer Languages,2,Computer Languages,0.0,917.0,15331.0,0096-0551,Computer Science,Computer science,,
1704815,4210189450,Sociology of development,2,Sociology of Development,1.146341463414634,174.0,1199.0,2374-538X,Social Sciences,Political science,1.3,sociology of development
1652966,176749245,Economic Botany,2,Economic Botany,1.5918367346938775,4280.0,110583.0,0013-0001,Agricultural and Biological Sciences,Biology,1.7,economic botany
1668715,40727808,Earth and Environmental Science Transactions of The Royal Society of Edinburgh,2,Earth and Environmental Science Transactions of the Royal Society of Edinburgh,0.5151515151515151,1019.0,21189.0,1755-6910,Earth and Planetary Sciences,Geology,0.9,earth and environmental science transactions of the royal society of edinburgh
1704419,129573059,International Journal of Human-computer Studies / International Journal of Man-machine Studies,2,International Journal of Human-computer Studies / International Journal of Man-machine Studies,0.0,177.0,465.0,,Computer Science,Engineering,,
1665385,4210226722,Research notes of the AAS,2,Research Notes of the AAS,0.7473498233215548,1379.0,5110.0,2515-5172,Physics and Astronomy,Physics,,
1675890,124682778,Journal of Empirical Legal Studies,2,Journal of Empirical Legal Studies,1.0,688.0,13846.0,1740-1453,"Economics, Econometrics and Finance",Economics,1.2,journal of empirical legal studies
1656254,131118998,Actes De La Recherche En Sciences Sociales,2,Actes de la recherche en sciences sociales,0.5555555555555556,2726.0,33804.0,0335-5322,Social Sciences,Political science,0.4,actes de la recherche en sciences sociales
1682359,2764536971,Statistics Education Research Journal,2,Statistics Education Research Journal,0.9607843137254902,491.0,6448.0,1570-1824,Mathematics,Mathematics,,
1701734,4306509424,Energies (Web),2,Energies (Web),0.0,212.0,0.0,,Environmental Science,Computer science,,
1650581,4210208105,Journal of engineering for gas turbines and power,2,Journal of Engineering for Gas Turbines and Power,1.4423076923076923,6796.0,114118.0,0742-4795,Engineering,Physics,1.4,journal of engineering for gas turbines and power-transactions of the asme
1679770,71875109,Journal of Public Child Welfare,2,Journal of Public Child Welfare,1.4,578.0,5854.0,1554-8732,Social Sciences,Psychology,1.2,journal of public child welfare
1672319,147002351,Journal of The Institute of Mathematics of Jussieu,2,Journal of the Institute of Mathematics of Jussieu,0.7320261437908496,828.0,8814.0,1474-7480,Mathematics,Mathematics,1.1,journal of the institute of mathematics of jussieu
1660826,78792899,Journal of Small Business Management,2,Journal of Small Business Management,6.02,1789.0,111875.0,0047-2778,"Business, Management and Accounting",Business,5.3,journal of small business management
1689425,2764424815,Evolutionary Psychological Science,2,Evolutionary Psychological Science,1.4050632911392404,353.0,3453.0,2198-9885,Psychology,Psychology,1.4,evolutionary psychological science
1703563,4210192534,Advances in taxation,2,Advances in taxation,0.4444444444444444,219.0,691.0,1058-7497,"Business, Management and Accounting",Economics,,
1705136,4210240585,AGU advances,2,AGU Advances,5.421875,184.0,3049.0,2576-604X,Environmental Science,Geology,8.3,agu advances
1667757,4210219751,"Proceedings of the ACM on Interactive, Mobile, Wearable and Ubiquitous Technologies (IMWUT)",2,Proceedings of the ACM on Interactive Mobile Wearable and Ubiquitous Technologies,4.620098039215686,1179.0,26622.0,2474-9567,Engineering,Computer science,3.6,proceedings of the acm on interactive mobile wearable and ubiquitous technologies-imwut
1677647,2764850994,Journal of Managerial Issues,2,Journal of managerial issues,0.0,596.0,14293.0,1045-3695,"Business, Management and Accounting",Economics,,
1680334,4306420966,Symposium on Code Generation and Optimization,2,Symposium on Code Generation and Optimization,5.142857142857143,175.0,4329.0,,Computer Science,Computer science,,
1670878,54581057,Psychology of Learning and Motivation,2,The Psychology of learning and motivation/The psychology of learning and motivation,2.0232558139534884,1053.0,60449.0,0079-7421,Psychology,Psychology,,
1652081,111533365,Canadian Journal of African Studies,2,Canadian Journal of African Studies / Revue canadienne des études africaines,1.352112676056338,4979.0,38002.0,0008-3968,Social Sciences,Political science,0.9,canadian journal of african studies
1676004,31796329,Jahrbucher Fur Geschichte Osteuropas,2,Jahrbücher für Geschichte Osteuropas,0.0256410256410256,481.0,519.0,0021-4019,Social Sciences,Political science,0.1,jahrbucher fur geschichte osteuropas
1664439,186254152,Journal of Thermal Science and Engineering Applications,2,Journal of Thermal Science and Engineering Applications,1.482248520710059,1399.0,11474.0,1948-5085,Engineering,Physics,1.6,journal of thermal science and engineering applications
1705520,4210175659,Annals of K-theory,2,Annals of K-Theory,0.4,169.0,500.0,2379-1683,Mathematics,Mathematics,0.5,annals of k-theory
1671441,36233454,Accountability in Research,2,Accountability in Research,2.5,878.0,11005.0,0898-9621,Medicine,Political science,2.8,accountability in research-ethics integrity and policy
1661980,197895017,Policy Sciences,2,Policy Sciences,3.3214285714285716,1616.0,64324.0,0032-2687,Social Sciences,Political science,3.8,policy sciences
1683188,4306420261,"International Workshop and International Workshop on Approximation, Randomization, and Combinatorial Optimization. Algorithms and Techniques",2,"International Workshop and International Workshop on Approximation, Randomization, and Combinatorial Optimization. Algorithms and Techniques",0.1929824561403508,469.0,1097.0,,Computer Science,Computer science,,
1668080,4306418381,European Symposium on Algorithms,2,European Symposium on Algorithms,0.2957746478873239,916.0,1626.0,,Computer Science,Computer science,,
1648219,174893293,Journal of Pharmaceutical and Biomedical Analysis,2,Journal of Pharmaceutical and Biomedical Analysis,3.3341423948220066,15649.0,408173.0,0731-7085,Chemistry,Chemistry,3.1,journal of pharmaceutical and biomedical analysis
1682947,4210173424,Stigma and health,2,Stigma and Health,2.164772727272727,516.0,5369.0,2376-6964,Psychology,Psychology,2.7,stigma and health
1656202,31976903,Transactions of the Institute of British Geographers,2,Transactions of the Institute of British Geographers,3.3485714285714288,2797.0,128856.0,0020-2754,Social Sciences,Geography,3.3,transactions of the institute of british geographers
1662349,30806240,Cartographica: The International Journal for Geographic Information and Geovisualization,2,Cartographica The International Journal for Geographic Information and Geovisualization,0.925,1568.0,21089.0,0317-7173,Social Sciences,Geography,0.7,cartographica
1696674,4210185842,Management teaching review,2,Management Teaching Review,0.2622950819672131,271.0,1041.0,2379-2981,"Business, Management and Accounting",Computer science,,
1666371,199726014,British Journal of Middle Eastern Studies,2,British Journal of Middle Eastern Studies,0.4644808743169399,1213.0,9979.0,1353-0194,Social Sciences,Political science,0.6,british journal of middle eastern studies
1666785,2765074323,The Extractive Industries and Society,2,The Extractive Industries and Society,3.8411764705882354,1203.0,23190.0,2214-790X,Engineering,Political science,3.6,extractive industries and society
1648102,104375418,Diabetologia,2,Diabetologia,7.342592592592593,16028.0,860845.0,0012-186X,Medicine,Medicine,8.4,diabetologia
1669694,53135262,Journal of Educational and Behavioral Statistics,2,Journal of Educational and Behavioral Statistics,1.8478260869565215,978.0,41901.0,1076-9986,Decision Sciences,Mathematics,1.9,journal of educational and behavioral statistics
1658889,4210176587,Higher education research and development,2,Higher Education Research & Development,3.2704918032786887,2159.0,80428.0,0729-4360,Social Sciences,Psychology,2.6,higher education research & development
1654239,117564099,Educational Philosophy and Theory,2,Educational Philosophy and Theory,1.3350125944584383,3594.0,40529.0,0013-1857,Social Sciences,Sociology,1.5,educational philosophy and theory
1684082,2501039776,"IEEE Systems, Man, and Cybernetics Magazine",2,IEEE Systems Man and Cybernetics Magazine,1.010204081632653,481.0,2650.0,2333-942X,Neuroscience,Computer science,1.9,ieee systems man and cybernetics magazine
1658757,38377033,Crisis-the Journal of Crisis Intervention and Suicide Prevention,2,Crisis,1.8896103896103895,1955.0,32172.0,0227-5910,Psychology,Psychology,1.7,crisis-the journal of crisis intervention and suicide prevention
1671322,156260212,Research in Economics,2,Research in Economics,1.2222222222222223,888.0,11557.0,1090-9443,"Economics, Econometrics and Finance",Economics,1.2,research in economics
1711817,4306421068,Tools and Algorithms for Construction and Analysis of Systems,2,Tools and Algorithms for Construction and Analysis of Systems,0.0,42.0,283.0,,Computer Science,Computer science,,
1671786,173901576,Journal of Derivatives,2,The Journal of Derivatives,0.4545454545454545,868.0,23328.0,1074-1240,"Economics, Econometrics and Finance",Economics,0.4,journal of derivatives
1671658,155594676,Attachment & Human Development,2,Attachment & Human Development,3.55,868.0,43788.0,1461-6734,Psychology,Psychology,3.3,attachment & human development
1672706,189780351,Journal of The Polynesian Society,2,Journal of the Polynesian Society,0.3142857142857143,705.0,2855.0,0032-4000,Social Sciences,Art,0.4,journal of the polynesian society
1701103,4306511929,Harvard Data Science Review,2,Harvard Data Science Review,1.302325581395349,13.0,3.0,,"Business, Management and Accounting",Computer science,,
1664470,2764941010,Criminology and public policy,2,Criminology & Public Policy,4.083333333333333,1369.0,32927.0,1538-6473,Social Sciences,Psychology,3.5,criminology & public policy
1695254,4306533899,University of Massachusetts Occasional Papers in Linguistics,2,University of Massachusetts Occasional Papers in Linguistics,0.0,273.0,1972.0,,Arts and Humanities,Computer science,,
1667283,177115271,Journal of Fixed Point Theory and Applications,2,Journal of Fixed Point Theory and Applications,1.131578947368421,1166.0,10436.0,1661-7738,Mathematics,Mathematics,1.4,journal of fixed point theory and applications
1698591,4210173995,ACM transactions on economics and computation,2,ACM Transactions on Economics and Computation,1.4390243902439024,249.0,3189.0,2167-8375,Decision Sciences,Computer science,1.1,acm transactions on economics and computation
1692661,978040844,J19: The Journal of Nineteenth-Century Americanists,2,J19,0.0317460317460317,321.0,828.0,2166-742X,Social Sciences,Art,0.1,j19-the journal of nineteenth-century americanists
1690792,149807985,Book History,2,Book history,0.1538461538461538,338.0,3763.0,1098-7371,Arts and Humanities,History,0.5,book history
1656342,2764631046,ACS Sensors,2,ACS Sensors,8.249723756906077,2961.0,100309.0,2379-3694,"Biochemistry, Genetics and Molecular Biology",Chemistry,8.2,acs sensors
1687628,35363033,Information and Organization,2,Information and Organization,5.5,404.0,22140.0,1471-7727,Social Sciences,Computer science,5.7,information and organization
1685312,3035657644,Cognitive Research: Principles and Implications,2,Cognitive Research Principles and Implications,3.6737967914438503,452.0,8178.0,2365-7464,Neuroscience,Psychology,3.4,cognitive research-principles and implications
1665707,120133624,American Journal of Criminal Justice,2,American Journal of Criminal Justice,2.007575757575758,1261.0,20259.0,1066-2316,Social Sciences,Psychology,1.8,american journal of criminal justice
1671274,156476036,Modern Intellectual History,2,Modern Intellectual History,0.3358208955223881,881.0,5365.0,1479-2443,Social Sciences,Political science,0.7,modern intellectual history
1671578,145066639,Critical Asian Studies,2,Critical Asian Studies,1.408450704225352,867.0,11432.0,1467-2715,Social Sciences,Political science,1.7,critical asian studies
1693058,2764513795,Management Accounting Quarterly,2,Management accounting quarterly,0.0,285.0,1650.0,1528-5359,"Business, Management and Accounting",Economics,,
1664121,202606351,The Australian Journal of Anthropology,2,The Australian Journal of Anthropology,0.3214285714285714,1381.0,11669.0,1035-8811,Social Sciences,History,0.5,australian journal of anthropology
1675708,153451912,K-theory,2,K-Theory,0.0,681.0,13309.0,0920-3036,Mathematics,Mathematics,,
1685397,4210237468,JAMIA open,2,JAMIA Open,3.0128205128205128,468.0,5173.0,2574-2531,Health Professions,Computer science,2.5,jamia open
1710061,101697109,International Journal of Modern Physics A,2,,,,,,,,,
1692833,4210169789,The Journal of aviation/aerospace education & research,2,The Journal of Aviation/Aerospace Education and Research,0.7619047619047619,677.0,1051.0,1065-1136,Engineering,Engineering,,
1673427,197419112,"Journal of Logic, Language and Information",2,Journal of Logic Language and Information,0.7794117647058824,784.0,12240.0,0925-8531,Computer Science,Computer science,0.7,journal of logic language and information
1669137,38993383,IEEE Transactions on Haptics,2,IEEE Transactions on Haptics,2.081081081081081,1015.0,21564.0,1939-1412,Neuroscience,Computer science,2.4,ieee transactions on haptics
1652477,100175869,Journal of Neuroendocrinology,2,Journal of Neuroendocrinology,2.921450151057402,4712.0,159079.0,0953-8194,Psychology,Biology,3.3,journal of neuroendocrinology
1709984,4210212798,Foundations of data science,2,Foundations of Data Science,1.88,108.0,689.0,2639-8001,Computer Science,Computer science,1.7,foundations of data science
1660113,2765076859,Journal of geoscience education,2,Journal of Geoscience Education,1.3820224719101124,1924.0,15991.0,1089-9995,Social Sciences,Mathematics,,
1666837,4357572,Multiscale Modeling & Simulation,2,Multiscale Modeling and Simulation,1.8032786885245904,1145.0,44116.0,1540-3459,Computer Science,Physics,1.9,multiscale modeling & simulation
1675947,205768342,Research Synthesis Methods,2,Research Synthesis Methods,4.6369426751592355,706.0,43613.0,1759-2879,Decision Sciences,Computer science,5.0,research synthesis methods
1663541,179905963,Journal of Fourier Analysis and Applications,2,Journal of Fourier Analysis and Applications,1.1243243243243244,1463.0,37103.0,1069-5869,Mathematics,Mathematics,1.2,journal of fourier analysis and applications
1693640,4306522493,"Physical Review. D. Covering Particles, Fields, Gravitation, and Cosmology",2,"Physical Review. D. Covering Particles, Fields, Gravitation, and Cosmology",0.0,300.0,0.0,,Physics and Astronomy,Computer science,,
1701305,2764351579,Canadian journal of archaeology,2,Canadian Journal of Archaeology,0.1282051282051282,99.0,649.0,0705-2006,Earth and Planetary Sciences,History,,
1681432,2765036881,International Journal of Disaster Risk Science,2,International Journal of Disaster Risk Science,3.25,549.0,14798.0,2095-0055,Social Sciences,Geography,2.9,international journal of disaster risk science
1674216,77874066,Cellular and Molecular Bioengineering,2,Cellular and Molecular Bioengineering,2.4157303370786516,752.0,14817.0,1865-5025,"Biochemistry, Genetics and Molecular Biology",Biology,2.3,cellular and molecular bioengineering
1671353,4210191086,Acta Crystallographica Section D: Structural Biology,2,,,,,,,,,
1699436,196114414,Social Science & Medicine. Part B: Medical Anthropology,2,Social Science & Medicine Part B Medical Anthropology,0.0,233.0,5215.0,0160-7987,Social Sciences,Medicine,,
1703552,2736251538,The Review of Corporate Finance Studies,2,The Review of Corporate Finance Studies,2.8142857142857145,205.0,5961.0,2046-9128,"Business, Management and Accounting",Business,1.9,review of corporate finance studies
1689114,4210224842,IEEE transactions on games,2,IEEE Transactions on Games,1.6805555555555556,413.0,3628.0,2475-1502,Computer Science,Computer science,1.7,ieee transactions on games
1685835,144953016,Late Imperial China,2,Late imperial China,0.1538461538461538,409.0,3650.0,0884-3236,Social Sciences,History,0.6,late imperial china
1710787,4210204325,Auditory perception & cognition,2,Auditory Perception & Cognition,1.4,79.0,320.0,2574-2442,Neuroscience,Psychology,,
1710218,4210232537,Computers and education open,2,Computers and Education Open,6.375,108.0,1676.0,2666-5573,Computer Science,Psychology,4.1,computers and education open
1712222,4210224189,International Conference on Scientific and Statistical Database Management,2,International Conference on Scientific and Statistical Database Management,0.0,35.0,733.0,1551-6393,Computer Science,Computer science,,
1692737,2764702281,Environmental humanities,2,Environmental Humanities,1.148648648648649,324.0,7909.0,2201-1919,Social Sciences,History,1.2,environmental humanities
1676100,2764847063,War and society,2,War & Society,0.12,684.0,2278.0,0729-2473,Social Sciences,History,0.2,war & society
1687045,2765024365,Journal of Integer Sequences,2,Journal of integer sequences,0.0,394.0,2660.0,1530-7638,Mathematics,Mathematics,0.3,journal of integer sequences
1668936,4210199869,Experimental psychology,2,Experimental Psychology (formerly Zeitschrift für Experimentelle Psychologie),1.0294117647058822,1024.0,27604.0,1618-3169,Neuroscience,Psychology,1.1,experimental psychology
1666088,131312518,Journal of Artificial Societies and Social Simulation,2,Journal of Artificial Societies and Social Simulation,2.276923076923077,1221.0,15953.0,1460-7425,Physics and Astronomy,Computer science,2.2,jasss-the journal of artificial societies and social simulation
1710443,4306420149,International Symposium on Haskell,2,International Symposium on Haskell,0.1111111111111111,1.0,0.0,,Computer Science,Computer science,,
1679193,2764874763,Travel behaviour and society,2,Travel Behaviour and Society,5.714975845410628,621.0,15166.0,2214-367X,Social Sciences,Engineering,5.1,travel behaviour and society
1678015,4210217034,The journal of baccalaureate social work,2,Journal of Baccalaureate Social Work,0.0,609.0,2934.0,1084-7219,Social Sciences,Political science,,
1671400,15649984,Journal of Experimental Zoology,2,Journal of Experimental Zoology Part A Ecological Genetics and Physiology,0.0,861.0,13520.0,1932-5223,Environmental Science,Biology,,
1696173,4210225731,Neurobiology,2,Neurobiology,0.0,23.0,71.0,1216-8068,Neuroscience,Biology,,
1673814,166113629,Constitutional Political Economy,2,Constitutional Political Economy,0.8928571428571429,784.0,11228.0,1043-4062,"Economics, Econometrics and Finance",Political science,0.8,constitutional political economy
1688774,4306520822,New York Times,2,New York Times,0.0,248.0,461.0,,Social Sciences,Political science,,
1663132,184729184,Public Budgeting & Finance,2,Public Budgeting &amp Finance,0.671875,1493.0,15227.0,0275-1100,Social Sciences,Business,0.9,public budgeting and finance
1673225,2764419107,Maine Policy Review,2,Maine policy review,0.075,733.0,736.0,1064-2587,Social Sciences,Political science,,
1647374,129397763,The Journal of Nuclear Medicine,2,Journal of Nuclear Medicine,2.8285312719606464,22249.0,294858.0,0161-5505,Medicine,Medicine,9.1,journal of nuclear medicine
1647399,104135014,Journal of Vascular Surgery,2,Journal of Vascular Surgery,1.3574031136137794,35108.0,760889.0,0741-5214,Medicine,Medicine,3.9,journal of vascular surgery
1647386,79519963,International Affairs,2,International Affairs,2.519163763066202,35437.0,393643.0,0020-5850,Arts and Humanities,Political science,3.9,international affairs
1647416,18714766,Materials,2,Materials,3.3828797795384085,37383.0,600204.0,1996-1944,Engineering,Materials science,3.1,materials
1647469,4306420104,IEEE International Symposium on Circuits and Systems (ISCAS),2,International Symposium on Circuits and Systems,1.2552891396332864,1835.0,1975.0,,Engineering,Computer science,,
1647481,137670264,Biochemical Society Transactions,2,Biochemical Society Transactions,3.2222222222222223,30464.0,411302.0,0300-5127,"Biochemistry, Genetics and Molecular Biology",Biology,3.8,biochemical society transactions
1647480,112227793,Inorganica Chimica Acta,2,Inorganica Chimica Acta,2.488262910798122,30690.0,506402.0,0020-1693,Medicine,Chemistry,2.7,inorganica chimica acta
1647491,3251770,Gut,2,Gut,5.0995946728430805,26083.0,1348787.0,0017-5749,Medicine,Medicine,23.0,gut
1647529,162355128,IEEE Transactions on Electron Devices,2,IEEE Transactions on Electron Devices,3.074835886214442,29046.0,692754.0,0018-9383,Engineering,Physics,2.9,ieee transactions on electron devices
1647535,205878144,Toxicology Letters,2,Toxicology Letters,0.6826312752452395,28422.0,356009.0,0378-4274,"Biochemistry, Genetics and Molecular Biology",Biology,2.9,toxicology letters
1647570,126644158,Oncotarget,2,Oncotarget,1.9064587973273943,27076.0,817185.0,1949-2553,"Biochemistry, Genetics and Molecular Biology",Medicine,,
1647567,4306518943,Lunar and Planetary Science Conference,2,Lunar and Planetary Science Conference,0.0161290322580645,27072.0,23009.0,,Physics and Astronomy,Physics,,
1647575,188605413,Carbon,2,Carbon,9.911898274296094,27144.0,1248150.0,0008-6223,Materials Science,Materials science,10.5,carbon
1647557,62966998,British Journal of Cancer,2,British Journal of Cancer,6.270562770562771,27248.0,1379906.0,0007-0920,"Biochemistry, Genetics and Molecular Biology",Medicine,6.4,british journal of cancer
1647614,2596562499,arXiv: Combinatorics,2,,,,,,,,,
1647642,94313546,Colloids and Surfaces A: Physicochemical and Engineering Aspects,2,Colloids and Surfaces A Physicochemical and Engineering Aspects,5.434413048472318,25222.0,659691.0,0927-7757,Chemistry,Chemistry,4.9,colloids and surfaces a-physicochemical and engineering aspects
1647587,130661733,Journal of Pharmaceutical Sciences,2,Journal of Pharmaceutical Sciences,3.7092731829573937,26231.0,726729.0,0022-3549,Chemistry,Chemistry,3.7,journal of pharmaceutical sciences
1647639,160097506,American Journal of International Law,2,American Journal of International Law,0.7245508982035929,24480.0,105944.0,0002-9300,Social Sciences,Political science,2.7,american journal of international law
1647662,38637062,Journal of the American Oil Chemists' Society,2,Journal of the American Oil Chemists Society,1.4879032258064515,23995.0,412874.0,0003-021X,Chemistry,Chemistry,1.9,journal of the american oil chemists society
1647697,156773718,School Science and Mathematics,2,School Science and Mathematics,0.6861313868613139,23172.0,51176.0,0036-6803,Agricultural and Biological Sciences,Mathematics,0.8,school science and mathematics
1647702,4026894,Spine,2,Spine,2.005938242280285,22690.0,1244600.0,0362-2436,Medicine,Medicine,2.6,spine
1647717,38337076,Clinical Neurophysiology,2,Clinical Neurophysiology,1.4138328530259363,22806.0,401289.0,1388-2457,Neuroscience,Medicine,3.7,clinical neurophysiology
1647736,206811868,Nanotechnology,2,Nanotechnology,2.8649012567324954,22208.0,702122.0,0957-4484,Materials Science,Materials science,2.9,nanotechnology
1647741,168898714,Journal of Solid State Chemistry,2,Journal of Solid State Chemistry,3.2857142857142856,22265.0,558225.0,0022-4596,Materials Science,Chemistry,3.2,journal of solid state chemistry
1647802,63023845,Journal of Radioanalytical and Nuclear Chemistry,2,Journal of Radioanalytical and Nuclear Chemistry,1.5798816568047338,21091.0,194227.0,0236-5731,Chemistry,Chemistry,1.5,journal of radioanalytical and nuclear chemistry
1647823,184547178,Journal of Biochemistry,2,The Journal of Biochemistry,1.827838827838828,20367.0,419708.0,0021-924X,"Biochemistry, Genetics and Molecular Biology",Chemistry,2.1,journal of biochemistry
1647826,124275759,Journal of Antimicrobial Chemotherapy,2,Journal of Antimicrobial Chemotherapy,3.410623084780388,20597.0,752344.0,0305-7453,"Biochemistry, Genetics and Molecular Biology",Biology,3.9,journal of antimicrobial chemotherapy
1647862,145577119,American Journal of Pathology,2,American Journal Of Pathology,4.114285714285714,10027.0,760042.0,0002-9440,Medicine,Medicine,4.7,american journal of pathology
1647870,175543413,Optical Engineering,2,Optical Engineering,1.1775325977933802,19970.0,235850.0,0091-3286,Engineering,Physics,1.1,optical engineering
1647837,45693802,Neurocomputing,2,Neurocomputing,6.650952232282235,20766.0,606139.0,0925-2312,Computer Science,Computer science,5.5,neurocomputing
1647854,187173200,Iau Symposia,2,,,,,,,,,
1647895,29875816,IEEE Transactions on Power Electronics,2,IEEE Transactions on Power Electronics,7.69316010699274,20001.0,916463.0,0885-8993,Engineering,Engineering,6.6,ieee transactions on power electronics
1647925,192650101,Information Sciences,2,Information Sciences,7.677110210099521,19164.0,612565.0,0020-0255,Decision Sciences,Computer science,,
1647947,13144211,Expert Systems With Applications,2,Expert Systems with Applications,9.093089663049684,19158.0,855693.0,0957-4174,Decision Sciences,Computer science,7.5,expert systems with applications
1647922,147177414,Aiche Journal,2,AIChE Journal,3.3752808988764045,19004.0,702735.0,0001-1541,Engineering,Physics,3.5,aiche journal
1647926,167203149,International Journal of Quantum Chemistry,2,International Journal of Quantum Chemistry,1.7191650853889944,18899.0,250472.0,0020-7608,Physics and Astronomy,Physics,2.3,international journal of quantum chemistry
1647982,138530117,Materials Research Bulletin,2,Materials Research Bulletin,5.7105263157894735,18037.0,450280.0,0025-5408,Materials Science,Materials science,5.3,materials research bulletin
1647952,4210200103,Proceedings of the Water Environment Federation,2,Proceedings of the Water Environment Federation,0.0,18371.0,14682.0,1938-6478,Environmental Science,Environmental science,,
1648036,4210239500,ACS omega,2,ACS Omega,3.9151180913559527,18960.0,284083.0,2470-1343,Energy,Chemistry,3.7,acs omega
1648038,84179801,Applied Catalysis A-general,2,Applied Catalysis A General,4.126201923076923,17464.0,707575.0,0926-860X,Materials Science,Chemistry,4.7,applied catalysis a-general
1648067,2849398,Electrophoresis,2,Electrophoresis,2.180511182108626,17016.0,458821.0,0173-0835,Engineering,Chemistry,3.0,electrophoresis
1648030,86512602,Desalination,2,Desalination,8.770093457943926,17660.0,705163.0,0011-9164,Environmental Science,Engineering,8.3,desalination
1648061,3485792,"Arteriosclerosis, Thrombosis, and Vascular Biology",2,Arteriosclerosis Thrombosis and Vascular Biology,2.683318465655665,17425.0,790522.0,1079-5642,Immunology and Microbiology,Medicine,7.4,arteriosclerosis thrombosis and vascular biology
1648082,197406704,Canadian Entomologist,2,The Canadian Entomologist,0.6814814814814815,16421.0,140394.0,0008-347X,Agricultural and Biological Sciences,Biology,1.1,canadian entomologist
1648088,4210190837,Journal of Vacuum Science and Technology A,2,Journal of Vacuum Science & Technology A Vacuum Surfaces and Films,2.3308550185873607,16879.0,359191.0,0734-2101,Engineering,Physics,2.4,journal of vacuum science & technology a
1648065,203153751,Epilepsia,2,Epilepsia,5.779005524861878,16769.0,736935.0,0013-9580,Medicine,Medicine,6.6,epilepsia
1648098,146822473,Journal of the American Oriental Society,2,Journal of the American Oriental Society,0.049800796812749,16096.0,145920.0,0003-0279,Arts and Humanities,History,0.5,journal of the american oriental society
1648126,4210212087,Proceedings of the International Astronomical Union,2,Proceedings of the International Astronomical Union,0.0053763440860215,16616.0,19432.0,1743-9213,Physics and Astronomy,Physics,,
1648095,70817854,Textile Research Journal,2,Textile Research Journal,1.8219971056439943,16880.0,198546.0,0040-5175,Materials Science,Materials science,1.6,textile research journal
1648134,4210185096,IFIP advances in information and communication technology,2,IFIP advances in information and communication technology,0.7264206209724663,17885.0,87976.0,1868-4238,Engineering,Computer science,,
1648154,172125442,American Journal of Emergency Medicine,2,The American Journal of Emergency Medicine,2.228454172366621,16367.0,230648.0,0735-6757,Medicine,Medicine,2.7,american journal of emergency medicine
1648187,2596715200,arXiv: Differential Geometry,2,,,,,,,,,
1648190,166799026,Journal of Natural Products,2,Journal of Natural Products,3.2347949080622347,15972.0,546710.0,0163-3864,"Biochemistry, Genetics and Molecular Biology",Chemistry,3.3,journal of natural products
1648239,61245073,Photochemistry and Photobiology,2,Photochemistry and Photobiology,2.5358024691358025,15250.0,413664.0,0031-8655,Medicine,Chemistry,2.6,photochemistry and photobiology
1648299,16945967,Sensors and Actuators A-physical,2,Sensors and Actuators A Physical,4.668378576669112,15089.0,419044.0,0924-4247,Engineering,Physics,4.1,sensors and actuators a-physical
1648277,202500491,The Journal of Religion,2,The Journal of Religion,0.011049723756906,15015.0,11325.0,0022-4189,Social Sciences,Philosophy,0.4,journal of religion
1648411,13733787,Ecotoxicology and Environmental Safety,2,Ecotoxicology and Environmental Safety,6.873386815486572,14459.0,514383.0,0147-6513,Environmental Science,Biology,6.2,ecotoxicology and environmental safety
